BAIRRO,TIPOESC,num_alunos
ITAIM PAULISTA,CEI INDIR,13130
AMERICANÓPOLIS,EMEI,13110
VILA MESQUITA,EMEF      ,13065
VILA NOVA CURUCA,EMEF      ,13020
PARQUE MARIA FERNANDES,CIEJA     ,13017
JARDIM ARPOADOR,EMEF      ,12990
PARQUE PERUCHE,EMEI,12990
JARDIM SILVEIRA,EMEF,12980
BOM RETIRO,CR.P.CONV,12957
SOCORRO,EMEF,12950
CIDADE DUTRA,EMEF      ,12891
JARDIM ROBRU,CR.P.CONV,12876
CIDADE TIRADENTES,CEU AT COM,12864
VILA DO ENCONTRO,CEU EMEF,12828
SANTA ETELVINA II B,EMEF      ,12822
VILA MARINA,EMEF      ,12816
VILA BUENOS AIRES,CR.P.CONV,12797
JARDIM MODELO,EMEF,12770
JABAQUARA,EMEF      ,12768
JARDIM NOVO SANTO AMARO,EMEF      ,12765
VILA PROGRESSO (ZONA LESTE),EMEF      ,12750
PARQUE SANTO ANTÔNIO,CR.P.CONV,12739
VILA MARIANA,EMEI,12720
GUAPIRA,CEU EMEF,12714
JARDIM CIDADE PIRITUBA,CR.P.CONV,12710
JARAGUA,EMEF      ,12708
CIDADE TIRADENTES,EMEFM     ,12696
PARQUE BOA ESPERANÇA,CEU AT COM,12614
IPIRANGA,EMEI,12579
JD.CONSORCIO,CIEJA     ,12564
VILA SABRINA,CIEJA     ,12543
JARDIM LIBANO,EMEF      ,12519
JARDIM SARAH,EMEF      ,12495
JARDIM ANA LÚCIA,EMEF,12480
VILA ZELINA,EMEF,12470
JARDIM PERI,MOVA,12447
PARADA XV DE NOVEMBRO,CR.P.CONV,12442
JARDIM PEDRA BRANCA,EMEF      ,12414
JARDIM GUAIANAZES,CR.P.CONV,12395
VILA UNIAO ZONA LESTE,EMEF,12395
VILA UNIÃO (ZONA LESTE),EMEF,12395
CIDADE NOVA SAO MIGUEL,EMEF      ,12372
VILA SABRINA,EMEI,12300
JARDIM PAULO VI,CEU AT COM,12297
VILA TAQUARI,CR.P.CONV,12262
JARDIM CONSÓRCIO,EMEF,12229
VILA CONSTANÇA,EMEF      ,12219
VILA LAGEADO,CR.P.CONV,12193
JARDIM AMALIA,EMEF      ,12192
JARDIM TIETE,EMEF      ,12165
VILA BELA VISTA (ZONA NORTE),EMEF,12160
VILA BELA VISTA ZONA NORTE,EMEF,12160
JARDIM GUARANI,CR.P.CONV,12148
COLONIA ZONA LESTE,EMEF,12120
CIDADE NOVA HELIOPOLIS,EMEF,12114
JARDIM SYDNEY,EMEF      ,12114
PARQUE CISPER,EMEF      ,12105
VILA LIBANESA,EMEF,12100
CIDADE TIRADENTES,EMEI      ,12039
CONJUNTO HABITACIONAL CASTRO ALVES,CR.P.CONV,12024
JARDIM MARTINICA,EMEF      ,12024
VILA GILDA,EMEF      ,12018
PARQUE SAO DOMINGOS,EMEF      ,11991
CONJUNTO PROMORAR RIO CLARO,CEU AT COM,11955
JARAGUÁ,CR.P.CONV,11945
COLÔNIA (ZONA SUL),EMEF      ,11943
BELENZINHO,EMEI,11920
PARQUE IPÊ,CR.P.CONV,11904
CIDADE TIRADENTES,CEU EMEI,11880
COHAB INSTITUTO ADVENTISTA,EMEI,11870
CAPAO REDONDO,EMEF      ,11844
JARDIM ELEDY,CEU EMEF  ,11817
CIDADE KEMEL,EMEI,11770
PARQUE COCAIA,EMEI,11750
JARDIM CAMARGO,CMCT      ,11748
JARDIM NOSSA SENHORA DO CARMO,EMEI,11730
VILA PEREIRA BARRETO,EMEF      ,11718
VILA SANTA CATARINA,EMEI,11707
CIDADE KEMEL,EMEF      ,11676
VILA PALMEIRAS,EMEI,11670
JARDIM HELENA,CEU EMEF  ,11664
TUCURUVI,CR.P.CONV,11630
JARDIM BRASIL,EMEF      ,11610
JARDIM SANTA LUCRECIA,CEU EMEF  ,11601
CHÁCARA SANTA MARIA,CEU EMEF  ,11598
VILA LAGEADO,EMEF      ,11574
CONJUNTO HABITACIONAL SITIO CONCEIÇÃO,EMEF      ,11562
JARDIM BRASIL ZONA NORTE,CR.P.CONV,11561
LAJEADO,CEU AT COM,11544
JARDIM BATAGLIA,EMEF,11538
JARDIM BOM REFUGIO,EMEF      ,11487
JARDIM PÉROLA I,CR.P.CONV,11462
PARQUE DE TAIPAS,EMEF      ,11442
VILA FORMOSA,EMEI,11440
ACLIMACAO,EMEBS,11439
VILA INVERNADA,EMEF,11410
JARDIM PARQUE MORUMBI,CEU AT COM,11409
RAPOSO TAVARES,EMEF      ,11361
JARDIM NOVO PARELHEIROS,CEU AT COM,11355
CONJUNTO PROMORAR RIO CLARO,CEU EMEF  ,11349
CONJUNTO HABITACIONAL JARDIM SÃO BENTO,EMEF      ,11346
ARTHUR ALVIM,EMEF,11340
JARAGUÁ,CEU AT COM,11325
JARDIM NOSSA SENHORA DO CARMO,CR.P.CONV,11311
JARDIM ANHANGÜERA,CR.P.CONV,11307
VILA BRASILINA,EMEF      ,11304
VILA GUILHERME,CR.P.CONV,11302
PARQUE CRUZEIRO DO SUL,EMEI,11290
PLANALTO PAULISTA,CR.P.CONV,11286
JARDIM SAO JOSE,EMEF      ,11283
VILA RÉ,CR.P.CONV,11253
PARQUE COLONIAL,CR.P.CONV,11234
JARDIM SIPRAMAR,EMEF      ,11223
LAUZANE PAULISTA,EMEI,11190
SÃO JOÃO CLÍMACO,CEU EMEI,11182
JAGUARÉ,CR.P.CONV,11179
JARDIM RODOLFO PIRANI,EMEF        ,11179
CONJUNTO HABITACIONAL SANTA ETELVINA II,EMEF      ,11172
VILA MARA,EMEF      ,11172
ITAIM PAULISTA,CEU EMEF  ,11166
PARQUE PANAMERICANO,EMEI,11164
JARDIM SAO LUIS ZONA LESTE,EMEF,11115
JARDIM SÃO LUÍS (ZONA LESTE),EMEF,11115
CONJUNTO HABITACIONAL RECANTO DOS HUMILD,EMEI,11110
JARDIM BANDEIRANTES (ZONA NORTE),EMEF,11100
JARDIM BANDEIRANTES ZONA NORTE,EMEF,11100
JARDIM SÃO PAULO(ZONA LESTE),CR.P.CONV,11025
CONJUNTO RESIDENCIAL JOSÉ BONIFÁCIO,CEI INDIR,11020
JARDIM CLARICE,CR.P.CONV,10986
JARDIM CLIMAX,EMEF      ,10965
JARDIM IGUATEMI,CR.P.CONV,10932
SÃO MIGUEL PAULISTA,CMCT      ,10932
CHACARA SANTO ANTONIO,EMEBS,10926
JARDIM RODOLFO PIRANI,EMEI,10910
ITAIM PAULISTA,EMEF        ,10889
JARDIM SÃO CARLOS (ZONA LESTE),CEU AT COM,10878
JARDIM JOÃO XXIII,EMEF      ,10860
PARQUE CÍSPER,CEU EMEF  ,10830
PARQUE SANTO ANTÔNIO,CEU AT COM,10794
LIBERDADE,EMEF      ,10788
ITAQUERA,CR.P.CONV ,10762
SANTO AMARO,EMEFM     ,10761
CAMBUCI,EMEI,10710
FAZENDA DA JUTA,EMEI,10690
VILA NOVA CURUÇÁ,EMEF,10670
JARDIM PERI,EMEI,10665
JARDIM MATARAZZO,CEI INDIR,10653
JARDIM SANTA FE ZONA OESTE,EMEF,10630
JARDIM SANTA FÉ (ZONA OESTE),EMEF,10630
PARQUE BRISTOL,CEU AT COM,10617
JARDIM DAS FLORES,EMEF      ,10605
PARQUE TAIPAS,CR.P.CONV,10587
PARQUE PANAMERICANO,EMEF      ,10581
JARDIM PAPAI NOEL,EMEF,10580
SÃO JOÃO CLÍMACO,CEI INDIR,10580
VILA BELA,EMEF      ,10578
PIRAJUSSARA,CEU EMEF  ,10575
JARDIM MIRIAM,CR.P.CONV,10552
JARDIM PLANALTO,EMEF        ,10551
VILA CUNHA BUENO,EMEI,10550
JARDIM PAULISTANO (ZONA NORTE),EMEF,10540
JARDIM SANTA FE ZONA SUL,EMEF,10540
JARDIM SANTA FÉ (ZONA SUL),EMEF,10540
COHAB JARDIM PAULISTANO,EMEF      ,10524
INTERLAGOS,CEU AT COM,10524
JARDIM CELESTE,EMEF      ,10515
JARDIM VARGINHA,CR.P.CONV,10498
JARDIM EDI,EMEF      ,10491
JARDIM MIRIAM,MOVA,10487
PARQUE LIGIA,EMEF      ,10476
ACLIMACAO,EMEF,10475
ACLIMAÇÃO,EMEF,10475
CHACARA SANTA MARIA,EMEF      ,10467
JARDIM SHANGRILA ZONA NORTE,EMEF,10465
JARDIM SHANGRILÁ (ZONA NORTE),EMEF,10465
LAJEADO,CR.P.CONV ,10458
JARDIM PANORAMA (ZONA LESTE),EMEF,10450
JARDIM PANORAMA ZONA LESTE,EMEF,10450
CHÁCARA SANTA MARIA,EMEF,10431
JARDIM SANTA MARIA,CR.P.CONV,10412
JAGUARÉ,CEU AT COM,10401
JARDIM NOVO SANTO AMARO,CR.P.CONV,10387
BOM RETIRO,EMEI,10350
PARQUE DOS BANCARIOS,EMEF      ,10350
JARDIM SANTA MARGARIDA,EMEF      ,10347
COHAB INSTITUTO ADVENTISTA,EMEF      ,10338
BELA VISTA,MOVA,10310
JARDIM CASABLANCA,EMEF      ,10299
SAO JOAO CLIMACO,EMEF,10299
JARDIM MITSUTANI,EMEI,10279
JARDIM TRES CORACOES,EMEF      ,10272
CIDADE TIRADENTES,EMEF        ,10255
CONJUNTO HABITACIONAL SANTA ETELVINA III,EMEF      ,10247
COHAB SANTA ETELVINA II,EMEI,10220
CONJUNTO PROMORAR SÃO LUIS,CEI DIRET,10210
VILA PRINCESA ISABEL,CEI INDIR,10198
CIDADE SAO MATEUS,CEI INDIR,10187
PARQUE MARIA HELENA,CR.P.CONV,10142
COLÔNIA (ZONA SUL),CR.P.CONV,10134
VILA CAROLINA,CR.P.CONV,10127
JARDIM MARIA SAMPAIO,EMEF      ,10125
JARDIM MAIA,EMEF      ,10113
VILA MATILDE,CR.P.CONV,10083
JARDIM MODELO,CEU EMEF  ,10068
JARDIM NORONHA,CEU EMEF,10059
JARDIM NORONHA,CEU EMEF  ,10059
VILA ELZE,EMEF      ,10044
VILA CALU,EMEI,10038
PARQUE DOROTEIA,EMEF      ,10035
VILA GUILHERME,EMEF      ,10011
CIDADE SATELITE SANTA BARBARA,EMEF      ,9993
VILA DO ENCONTRO,CEU AT COM,9980
JARDIM SAO PEDRO,EMEI,9960
CIDADE NOVA HELIÓPOLIS,CEI INDIR,9941
JARAGUÁ,CEU EMEF  ,9933
PARQUE VILA MARIA,EMEF      ,9927
PARQUE GUARANI,EMEF      ,9912
CIDADE IPAVA,CR.P.CONV,9904
CHÁCARA DONA OLÍVIA,CEU EMEF  ,9903
JARAGUÁ,EMEFM     ,9840
VILA INDEPENDÊNCIA,EMEF      ,9822
BELA VISTA,EMEF      ,9816
PARQUE GUARANI,CR.P.CONV,9763
JARDIM CAMARGO,EMEF      ,9753
JARDIM PERI,CR.P.CONV ,9748
CIDADE LEONOR,EMEF,9740
VILA BABILÔNIA,EMEF,9740
JARDIM SÃO VICENTE,EMEF      ,9735
VILA TERESINHA,EMEF      ,9729
JARDIM ÂNGELA (ZONA SUL),EMEF      ,9711
PARQUE MANDAQUI,CIEJA     ,9708
JD COLONIA,EMEF,9696
VILA DIONÍSIA,EMEF      ,9681
PARQUE BOA ESPERANCA,EMEF        ,9643
JARDIM DOS FRANCOS,EMEF      ,9627
PARQUE SAO RAFAEL,EMEF      ,9612
ITAIM PAULISTA,CEI DIRET,9600
CIDADE ANTÔNIO ESTEVÃO DE CARVALHO,CEU EMEF  ,9588
MOOCA,EMEF      ,9582
PARQUE DAS FLORES,EMEF      ,9579
VILA BARBOSA,EMEF      ,9540
VILA ISABEL,EMEF      ,9492
CANGAÍBA,EMEF      ,9456
JARDIM LAURA,EMEF      ,9450
JARDIM MONTE BELO,EMEF      ,9450
JARDIM SANTA CRUZ ZONA NORTE,CR.P.CONV,9435
PARQUE NOVO MUNDO,EMEI,9400
CONJUNTO PROMORAR RAPOSO TAVARES,EMEF      ,9390
VILA GUILHERME,EMEI,9390
PARQUE MARIA HELENA,CIEJA       ,9388
JARDIM DA PEDREIRA,EMEF      ,9378
JARDIM PAULISTANO (ZONA NORTE),CEU AT COM,9346
VILA BRASILÂNDIA,EMEF,9345
VILA MATILDE,EMEF      ,9345
VILA BANCÁRIA,CR.P.CONV,9335
PARQUE SANTO ANTONIO,EMEF      ,9318
VILA AMERICANA,EMEF      ,9318
JARDIM MARISTELA,CR.P.CONV,9275
VILA ALEXANDRIA,EMEF      ,9255
JARDIM HELENA,MOVA,9250
JARDIM PENHA,CR.P.CONV,9234
JARDIM ANHANGÜERA,EMEF      ,9222
JARDIM MANGALOT,EMEF      ,9222
JARDIM DAMASCENO,CR.P.CONV,9218
QUINTA DA PAINEIRA,EMEI,9210
CIDADE ANTÔNIO ESTEVÃO DE CARVALHO,EMEI,9205
ITAIM PAULISTA,EMEI,9205
JARDIM GUAIANAZES,EMEF      ,9186
CONJUNTO HABITACIONAL INACIO MONTEIRO,EMEF      ,9168
CHÁCARA SANTANA,CEI DIRET,9140
VILA PENTEADO,CR.P.CONV,9115
JARDIM CORISCO,EMEF      ,9102
ERMELINO MATARAZZO,CR.P.CONV,9086
JARDIM PAULISTANO (ZONA NORTE),CR.P.CONV,9066
SANTANA,EMEI,9060
JARDIM DA LARANJEIRA (ZONA LESTE),CEU EMEF  ,9051
JARDIM IRAPIRANGA,CEI INDIR,9050
FAZENDA MORUMBI,CR.P.CONV,9047
PARQUE REGINA,EMEI,9020
PARQUE CRUZEIRO DO SUL,EMEF      ,9009
JARDIM BRASIL (ZONA NORTE),CR.P.CONV,9007
JARDIM SÃO PEDRO,EMEF      ,9006
JARDIM PARANÁ,CEU EMEF  ,8967
PARQUE DOS PRÍNCIPES,EMEF      ,8967
PARQUE GUAIANAZES,CR.P.CONV,8962
JARDIM SILVA TELES,EMEF      ,8958
VILA ANDRADE,CR.P.CONV,8945
JARDIM BRASIL,MOVA,8930
VILA DAS BELEZAS,CEU EMEI,8930
VILA AIMORÉ,EMEF      ,8928
CAXINGUI,EMEF      ,8925
PARQUE SÃO RAFAEL,CR.P.CONV,8923
VILA IOLANDA,EMEF      ,8913
JARDIM BRASIL (ZONA NORTE),EMEF,8890
JARDIM BRASIL ZONA NORTE,EMEF,8890
PIRAJUSSARA,CEU EMEI,8890
VILA ANDRADE,EMEF      ,8853
JARDIM PAULISTANO (ZONA NORTE),CEU EMEF  ,8847
JARDIM PARANÁ,CEU AT COM,8829
PARQUE INDEPENDENCIA,EMEF      ,8820
PARQUE INDEPENDÊNCIA,EMEF,8820
PARQUE BRASIL,CR.P.CONV,8818
JARDIM SANTO ANDRE,EMEF,8817
CHÁCARA MAFALDA,CR.P.CONV,8815
COHAB INACIO MONTEIRO,CEU EMEF  ,8799
JARDIM SANTA TERESINHA,CEU EMEF  ,8799
JARDIM AMÁLIA,CR.P.CONV,8792
PERUS,CR.P.CONV,8792
CIDADE PATRIARCA,CR.P.CONV,8774
PARQUE RESIDENCIAL COCAIA,EMEI,8772
PARQUE FERNANDA,EMEI,8760
LIMÃO,CR.P.CONV,8755
JARDIM DOM JOSÉ,CR.P.CONV,8740
CIDADE LÍDER,EMEF      ,8715
MOOCA,EMEBS,8712
CIDADE ADEMAR,EMEF      ,8706
JARDIM DA CONQUISTA,EMEF      ,8697
CANTINHO DO CÉU,CEU EMEF  ,8676
CIDADE TIRADENTES,CEI INDIR,8668
VILA PRINCESA ISABEL,CR.P.CONV,8656
CONJUNTO HABITACIONAL JUSCELINO KUBITSCH,CR.P.CONV,8655
VILA NOVA CURUCA,CR.P.CONV,8650
CHÁCARA DA ENSEADA,EMEF      ,8637
PARQUE NOVO SANTO AMARO,EMEF      ,8625
CIDADE SÃO MATEUS,MOVA,8578
CONJUNTO PROMORAR SAO LUIS,EMEF,8565
JABAQUARA,CEU EMEF,8552
JARDIM NICE,EMEF      ,8541
VILA CONSTANCA,CR.P.CONV,8540
JARDIM SÃO PEDRO,CR.P.CONV,8484
JAÇANÃ,CEU EMEF,8476
SANTA ETELVINA II,EMEF,8475
VILA SOUZA,EMEF        ,8449
JARDIM GUARANI,EMEF      ,8427
JARDIM CACHOEIRA,EMEI,8410
PARQUE NOVO MUNDO,CEI INDIR,8405
JARDIM CASA GRANDE,CR.P.CONV,8350
JARDIM PAULO VI,CEU EMEF  ,8340
JARDIM SÃO BERNARDO,EMEI,8337
JARDIM DUPRAT,EMEF      ,8334
BRÁS,CEI DIRET,8330
GUAPIRA,CEU AT COM,8322
JARDIM ANA LUCIA,EMEF,8320
UMARIZAL,EMEI,8320
PARQUE BOA ESPERANÇA,CEU EMEF  ,8319
VILA SIMONE,CR.P.CONV,8292
BALNEARIO SAO FRANCISCO,CEU EMEI,8290
COHAB SANTA ETELVINA II A,EMEF      ,8286
ITABERABA,CR.P.CONV,8271
JARDIM CATANDUVA,EMEF        ,8259
JARDIM FLOR DE MAIO,EMEF      ,8256
COHAB INACIO MONTEIRO,EMEF      ,8253
JARDIM PIRACUAMA,EMEF      ,8253
VILA DAS BELEZAS,CEU EMEF  ,8232
JARDIM ANTÁRTICA,EMEI,8230
PARQUE PRIMAVERA,EMEF      ,8223
CHÁCARA SANTA ETELVINA,CR.P.CONV,8222
JARDIM REIMBERG,EMEF,8220
COHAB SANTA ETELVINA II B,EMEF      ,8211
PARQUE EDU CHAVES,EMEI,8200
CONJUNTO PROMORAR RIO CLARO,CEU EMEI,8190
COHAB JUSCELINO,EMEF      ,8160
JARDIM YARA,EMEF      ,8148
JARDIM PARANÁ,CEU EMEI,8120
JARDIM SHANGRILA ZONA SUL,CR.P.CONV,8110
TATUAPÉ,EMEF      ,8094
CHÁCARA DA ENSEADA,CR.P.CONV,8085
CHÁCARA INGLESA,EMEF      ,8073
VILA MISSIONARIA,EMEF      ,8073
JARDIM SAO SAVERIO,EMEI,8070
JARDIM SANTA TEREZINHA (ZONA LESTE),CEU AT COM,8052
JARDIM LAPENA,CEI INDIR,8050
VILA CRUZEIRO,CR.P.CONV,8041
JARDIM DAS CAMELIAS,CEI INDIR,8040
CANINDE,EMEF      ,8034
CATUMBI,CR.P.CONV,8033
JARDIM PARQUE MORUMBI,CR.P.CONV,8032
JARDIM FLORESTA,EMEI,8020
VILA RUBI,CEU EMEF  ,8004
CONJUNTO HABITACIONAL JOVA RURAL,EMEI,8000
IPIRANGA,CR.P.CONV ,7999
PARQUE SAVOY CITY,EMEI,7984
JARDIM ITACOLOMI,EMEI,7970
VILA TERESINHA,CR.P.CONV,7955
JARDIM DOS ALAMOS,CR.P.CONV,7950
JARDIM SANTA LUCRECIA,CEU EMEI,7950
CANTINHO DO CEU,CEU EMEI,7930
JARDIM UMARIZAL,EMEF      ,7917
PARQUE MONTEIRO SOARES,EMEF      ,7917
JARDIM CAMPINAS,CR.P.CONV,7907
JARDIM PAULISTANO (ZONA NORTE),EMEF      ,7905
PARQUE REGINA,EMEF        ,7901
VILA MOREIRA,CEU EMEI,7900
JARDIM RINCAO,EMEF        ,7883
PARQUE SANTO EDUARDO,EMEF      ,7866
PARQUE BOLOGNE,CEU EMEF  ,7860
JARDIM UBIRAJARA,EMEF      ,7851
JARDIM ESTER,CR.P.CONV,7847
JARDIM POPULAR,EMEF      ,7839
PARQUE SAO RAFAEL,EMEI,7830
SAUDE,EMEF,7821
SAÚDE,EMEF      ,7821
CONJ PROMORAR ESTRADA DA PARADA,EMEI,7820
VILA MARARI,EMEF      ,7815
JARDIM SANTA TEREZINHA ZONA LESTE,CR.P.CONV,7810
JARDIM VISTA ALEGRE,EMEF      ,7809
VILA RICA,EMEF      ,7803
CATUMBI,EMEI,7800
JARDIM APURÁ,CR.P.CONV,7799
JARDIM IBIRAPUERA,EMEF      ,7791
PARQUE DOS BANCÁRIOS,EMEF      ,7788
JARDIM CÉLIA,CEU EMEF  ,7782
PARQUE PERUCHE,EMEF      ,7779
VILA PIRAJUSSARA,CR.P.CONV,7779
JARDIM MORENO,CEU EMEF,7776
VILA COSMOPOLITA,CR.P.CONV,7768
CIDADE ANTÔNIO ESTEVÃO DE CARVALHO,CEU EMEI,7730
VILA IMPÉRIO,CR.P.CONV,7730
VILA INÃCIO,CIEJA       ,7724
VILA MARIA BAIXA,EMEI,7720
JARDIM COIMBRA,EMEF      ,7713
JARDIM ESTER,EMEF      ,7713
CONJUNTO HABITACIONAL FAZENDA DO CARMO,EMEI,7710
PARQUE CÍSPER,CR.P.CONV,7693
JARDIM CLÁUDIA,EMEF,7692
PARQUE MARIA DOMITILA,EMEF      ,7686
JARDIM FERNANDES,EMEF      ,7683
SANTO AMARO,EMEF      ,7671
JARDIM ANHANGÜERA,CEU AT COM,7662
REAL PARQUE,EMEF      ,7662
VILA DO ENCONTRO,EMEF      ,7659
SANTANA,EMEFM       ,7655
JARDIM POPULAR,EMEI,7650
VILA MISSIONARIA,CR.P.CONV,7641
CIDADE DUTRA,CEU EMEI,7640
CONJUNTO HABITACIONAL BARRO BRANCO II,EMEI,7640
JARDIM PAULO VI,CEU EMEI,7640
PARQUE BOLOGNE,CR.P.CONV,7631
JARDIM ANHANGÜERA,CEU EMEI,7630
JARDIM PRUDÊNCIA,MOVA,7630
PARQUE BOA ESPERANCA,CEU EMEI,7610
ITAQUERA,EMEF        ,7606
VILA FORMOSA,CR.P.CONV,7606
VILA RUBI,CEU EMEI,7590
JARDIM RINCÃO,CR.P.CONV,7583
VILA PIERINA,EMEF      ,7581
JARDIM NOVO PARELHEIROS,CEU EMEI,7580
VILA VERDE,CR.P.CONV,7579
COHAB MARECHAL MASCARENHAS DE MORAIS,EMEI,7570
JARDIM LAJEADO,CR.P.CONV,7570
JARDIM ROBRU,CEI INDIR,7570
VILA GUARANI,EMEI,7570
SACOMÃ,EMEF      ,7566
VILA FANTON,CR.P.CONV,7566
CASA VERDE ALTA,EMEF        ,7564
VILA SANTA MARIA,CR.P.CONV,7564
CONJUNTO HABITACIONAL PADRE JOSÉ DE ANCH,EMEF,7560
CONSOLACAO,EMEI,7550
JARDIM VIRGINIA BIANCA,EMEF      ,7530
VILA SANTISTA,EMEI,7530
VILA HELENA,CR.P.CONV,7520
CHACARA CRUZEIRO DO SUL,EMEI,7510
VILA INVERNADA,EMEI,7510
PARQUE AMERICA,EMEI,7500
CIDADE IPAVA,CEMEI,7490
ENGENHEIRO GOULART,CEI INDIR,7490
VILA BANCARIA MUNHOZ,EMEF      ,7488
VILA FORMOSA,EMEF      ,7482
PARQUE DOROTEIA,EMEI,7480
PARQUE PAULISTANO,EMEF      ,7473
JARDIM CAPELINHA,EMEI,7470
JARDIM COIMBRA,CEI DIRET,7470
CIDADE D ABRIL,EMEI,7460
VILA PERUS,CR.P.CONV ,7459
CONJ RESIDENCIAL JOSE BONIFACIO,EMEI      ,7452
PARQUE JABAQUARA,CEI INDIR,7450
VILA MIRANTE,CR.P.CONV,7446
GUAPIRA,CEU EMEI,7440
VILA NASCENTE,EMEF      ,7437
VILA UNIÃO (ZONA LESTE),EMEF      ,7437
CHÁCARA SANTA MARIA,CEU EMEI,7430
SÃO MIGUEL PAULISTA,EMEFM     ,7428
JARDIM MODELO,CEU EMEI,7400
PARQUE EDU CHAVES,EMEF      ,7398
PARQUE CASA DE PEDRA,EMEF      ,7383
JARDIM MARACANÃ,CEI INDIR,7380
VILA CAMPESTRE,EMEF      ,7380
JARDIM PARQUE MORUMBI,CEU EMEF  ,7359
JARDIM MARÍLIA,EMEF      ,7356
JARDIM PARQUE MORUMBI,EMEF        ,7353
JARDIM DA CONQUISTA,MOVA,7345
ITAIM PAULISTA,CEU EMEI,7340
JARDIM VISTA ALEGRE,MOVA,7339
JARDIM ELEDY,CEU EMEI,7330
VILA MONUMENTO,CR.P.CONV,7330
VILA FANTON,CEU EMEI,7320
JARDIM BELCITO,CEU AT COM,7316
PARQUE CISPER,EMEI,7310
JARDIM CIDADE PIRITUBA,EMEFM     ,7299
SÍTIO DO MANDAQUI,CR.P.CONV,7299
VILA BELA VISTA (ZONA NORTE),EMEF      ,7296
JAGUARE,CEU EMEI,7290
VILA PAULICEIA,EMEF      ,7281
VILA SANTA MARIA,EMEF      ,7281
VILA HELENA,EMEF      ,7278
JARDIM MARIANE,EMEF      ,7275
JD COLONIA,EMEF      ,7272
VILA ANGELICA,EMEF      ,7269
PARQUE BOA ESPERANÇA,CIEJA,7258
PARQUE BOA ESPERANÇA,CIEJA     ,7258
JARDIM WILMA FLOR,EMEF      ,7248
VILA EMA,EMEF      ,7245
ITAQUERA,CEI DIRET,7240
JARDIM SIPRAMAR,EMEI,7240
VILA MISSIONARIA,EMEI,7240
VILA NILO,CR.P.CONV,7239
JARDIM SAPOPEMBA,CEU EMEF  ,7236
PARQUE BRISTOL,CEU EMEF  ,7236
VILA BEATRIZ,EMEI,7230
VILA CURUCA,CR.P.CONV,7225
JARDIM REGIS,EMEF      ,7221
JARDIM CAMPINAS,EMEI,7220
CIDADE TIRADENTES,CEI DIRET ,7203
JARDIM SAO CARLOS ZONA LESTE,CEU EMEF,7200
JARDIM SÃO CARLOS (ZONA LESTE),CEU EMEF,7200
VILA EDE,CEI INDIR,7190
VILA PERUS,EMEI,7190
JARDIM PIRITUBA,CR.P.CONV,7166
PARQUE BRISTOL,CIEJA     ,7164
CONJUNTO HABITACIONAL INÁCIO MONTEIRO,CR.P.CONV,7160
JARDIM LOURDES,EMEI,7140
CONJUNTO HABITACIONAL BRIGADEIRO FARIA L,EMEF      ,7131
PARQUE YPE,EMEF      ,7131
JARDIM GUARANI,EMEI,7120
CATUMBI,EMEF      ,7113
JARDIM PEDRO JOSE NUNES,EMEI,7110
VILA SABRINA,EMEF      ,7110
RECANTO CAMPO BELO,EMEI,7090
JARDIM RODOLFO PIRANI,MOVA,7080
JARDIM SÃO PAULO(ZONA LESTE),CR.P.CONV ,7075
CONJUNTO HABITACIONAL BARRO BRANCO II,EMEF        ,7060
GUAIANASES,EMEI,7060
PARQUE BRISTOL,CEU EMEI,7060
PARQUE REGINA,CEI DIRET,7060
VILA DOS PALMARES,EMEF      ,7056
JARDIM ICARAÍ,EMEF      ,7050
JARDIM NORDESTE,CEI INDIR,7050
VILA SILVIA,EMEI,7050
PARQUE SONIA,CR.P.CONV,7040
JARDIM IMPERADOR,EMEI,7031
JARDIM VISTA ALEGRE,EMEI,7030
PARQUE BELEM,EMEI,7030
VILA MARILENA,EMEI,7030
CAPÃO REDONDO,CEMEI,7028
VILA PREL,EMEF      ,7026
VILA ALBERTINA,EMEI,7010
JARDIM GUARUJÁ,CR.P.CONV,7006
JARDIM CATANDUVA,CR.P.CONV,7003
VILA ARICANDUVA,EMEF      ,6993
REPUBLICA,EMEI,6990
ENGENHEIRO GOULART,EMEI,6980
JARDIM HELENA,CR.P.CONV ,6980
VILA MARINA,EMEI,6980
PARQUE SANTO ANTÃ”NIO,EMEF        ,6976
JARDIM PEDRO JOSE NUNES,EMEF      ,6975
LAJEADO,CEU EMEF  ,6963
CANGAIBA,EMEI,6960
JARDIM NELIA,EMEI,6960
JARDIM SANTA EMÍLIA,EMEF      ,6957
CHÁCARA SANTA MARIA,EMEF      ,6954
CIDADE SAO MATEUS,EMEI,6950
VILA GOMES,EMEF      ,6948
VILA MAZZEI,EMEF      ,6945
JARDIM TEREZA,EMEF      ,6942
JARDIM DAS CAMELIAS,EMEI,6940
VILA LOURDES,CR.P.CONV,6932
BRAS,EMEI,6930
JARDIM PIRITUBA,EMEF      ,6927
VILA MARIA,CR.P.CONV,6923
PARQUE EDU CHAVES,CEI INDIR,6920
JARDIM ROSELI,EMEF      ,6918
CONJ PROMORAR RIO CLARO,EMEF      ,6915
VILA ALBA,EMEF      ,6909
CONJUNTO PROMORAR RAPOSO TAVARES,CEI DIRET,6900
CHÁCARA SANTANA,CR.P.CONV,6898
BRASILÂNDIA,EMEF      ,6897
GUAIANAZES,CR.P.CONV ,6894
VILA AIMORÉ,CR.P.CONV,6890
